      31 text files.
classified 31 files      30 unique files.                              
       2 files ignored.

files,language,blank,comment,code,"github.com/AlDanial/cloc v 1.96  T=0.02 s (1202.9 files/s 83319.9 lines/s)"
29,Solidity,435,222,1350
1,Text,14,0,57
30,SUM,449,222,1407
